,CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines,ChurnRate
2688,3811-VBYBZ,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,99.8,673.25,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,1
2689,3812-LRZIR,2017-11-01,,Two year,No,Electronic check,24.5,761.95,,,,,,,,Female,0,Yes,Yes,Yes,0
2690,3813-DHBBB,2014-07-01,,Two year,Yes,Bank transfer (automatic),50.95,3521.7,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,,0
2691,3814-MLAXC,2017-05-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,1
2692,3815-SLMEF,2019-09-01,2019-12-01,Month-to-month,No,Mailed check,34.25,139.35,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,,1
2693,3823-KYNQY,2019-02-01,,One year,No,Credit card (automatic),24.95,280.4,,,,,,,,Male,0,No,No,Yes,0
2694,3824-RHKVR,2018-09-01,,Month-to-month,No,Credit card (automatic),19.7,340.35,,,,,,,,Female,0,No,No,No,0
2695,3831-YCPUO,2014-02-01,,Two year,Yes,Credit card (automatic),109.5,7854.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2696,3834-XUIFC,2019-04-01,2019-11-01,Month-to-month,Yes,Mailed check,85.2,602.55,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
2697,3836-FZSDJ,2014-03-01,,Two year,No,Bank transfer (automatic),24.85,1901.0,,,,,,,,Male,1,Yes,No,Yes,0
2698,3838-OZURD,2014-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
2699,3841-CONLJ,2020-01-01,,Month-to-month,No,Electronic check,35.0,35.0,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,,0
2700,3841-NFECX,2014-03-01,,Two year,Yes,Credit card (automatic),96.35,6766.95,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,0
2701,3842-IYKUE,2017-01-01,2019-12-01,Month-to-month,No,Credit card (automatic),85.3,2917.5,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,Yes,1
2702,3842-QTGDL,2018-10-01,,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,No,0
2703,3845-FXCYS,2019-12-01,,Month-to-month,Yes,Electronic check,19.65,31.2,,,,,,,,Male,0,No,No,No,0
2704,3845-JHAMY,2018-10-01,,Month-to-month,Yes,Credit card (automatic),35.5,552.7,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,,0
2705,3847-BAERP,2019-04-01,,Month-to-month,Yes,Mailed check,20.9,247.0,,,,,,,,Female,0,No,No,No,0
2706,3850-OKINF,2014-03-01,,One year,Yes,Electronic check,66.2,4692.55,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
2707,3853-LYGAM,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
2708,3855-ONCAR,2019-10-01,,Month-to-month,Yes,Mailed check,78.9,299.75,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,0
2709,3858-VOBET,2017-12-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,1710.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
2710,3858-XHYJO,2016-10-01,,One year,No,Bank transfer (automatic),105.75,4228.55,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
2711,3859-CVCET,2019-09-01,2020-01-01,Month-to-month,No,Mailed check,45.65,191.05,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
2712,3863-IUBJR,2018-11-01,2019-11-01,One year,No,Credit card (automatic),53.65,696.35,DSL,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,1
2713,3863-QSTYI,2015-03-01,,Month-to-month,Yes,Electronic check,64.65,3735.45,DSL,No,No,Yes,Yes,Yes,No,Male,0,No,No,No,0
2714,3865-QBWSJ,2016-12-01,,Month-to-month,Yes,Mailed check,80.45,3162.65,Fiber optic,Yes,No,No,No,No,No,Male,1,No,Yes,Yes,0
2715,3865-YIOTT,2014-02-01,,One year,Yes,Bank transfer (automatic),106.1,7848.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2716,3865-ZFZIB,2018-07-01,,Two year,No,Mailed check,19.65,358.15,,,,,,,,Male,0,No,No,No,0
2717,3865-ZYKAD,2014-05-01,,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,Fiber optic,Yes,Yes,No,No,No,No,Male,1,Yes,No,Yes,0
2718,3866-MDTUB,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.75,146.9,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,1
2719,3870-MQAMG,2015-05-01,2019-11-01,One year,No,Electronic check,110.35,5893.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2720,3870-SPZSI,2014-04-01,,Two year,Yes,Credit card (automatic),113.05,7869.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2721,3871-IKPYH,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,69.1,69.1,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,1
2722,3873-NFTGI,2018-12-01,,Month-to-month,Yes,Credit card (automatic),55.5,767.55,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
2723,3873-WOSBC,2014-07-01,,Two year,No,Credit card (automatic),25.6,1784.9,,,,,,,,Male,0,Yes,No,Yes,0
2724,3874-EQOEP,2019-06-01,2020-01-01,Month-to-month,No,Mailed check,95.0,655.5,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
2725,3877-JRJIP,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,59.85,59.85,DSL,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
2726,3878-AVSOQ,2020-01-01,,Month-to-month,Yes,Electronic check,71.25,71.25,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
2727,3882-IYOIJ,2015-02-01,,Two year,No,Credit card (automatic),115.25,6758.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2728,3884-HCSWG,2018-06-01,2019-11-01,Month-to-month,Yes,Electronic check,70.0,1144.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2729,3884-UEBXB,2014-07-01,,Two year,No,Bank transfer (automatic),36.15,2434.45,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,,0
2730,3886-CERTZ,2014-01-01,2020-01-01,One year,Yes,Electronic check,109.25,8109.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2731,3887-PBQAO,2016-05-01,,One year,Yes,Credit card (automatic),25.9,1216.6,,,,,,,,Female,0,Yes,Yes,Yes,0
2732,3889-VWBID,2014-06-01,,Two year,No,Bank transfer (automatic),82.85,5776.45,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
2733,3890-RTCMS,2018-10-01,,Month-to-month,Yes,Mailed check,49.45,799.0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
2734,3891-NLXJB,2017-01-01,,Two year,Yes,Mailed check,40.55,1390.85,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,,0
2735,3891-PUQOD,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,59.2,59.2,DSL,No,No,Yes,No,No,Yes,Female,0,No,Yes,No,1
2736,3892-NXAZG,2014-02-01,,Two year,Yes,Credit card (automatic),114.05,8289.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2737,3893-JRNFS,2014-06-01,,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,,0
2738,3896-RCYYE,2014-07-01,,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,,0
2739,3896-ZVNET,2018-02-01,,Two year,No,Mailed check,24.7,571.75,,,,,,,,Female,0,Yes,Yes,Yes,0
2740,3898-BSJYF,2019-04-01,,One year,No,Credit card (automatic),73.55,693.3,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,0
2741,3898-GUYTS,2016-05-01,,Month-to-month,Yes,Electronic check,97.05,4385.05,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,0
2742,3900-AQPHZ,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,19.9,19.9,,,,,,,,Female,0,No,No,No,1
2743,3902-FOIGH,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,101.35,1218.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
2744,3902-MIVLE,2014-11-01,,Two year,No,Mailed check,75.7,4676.7,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
2745,3904-UKFRE,2019-10-01,,Month-to-month,Yes,Electronic check,80.1,336.15,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
2746,3908-BLSYF,2019-04-01,2019-10-01,Month-to-month,No,Electronic check,83.9,497.55,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,No,1
2747,3908-MKIMJ,2014-06-01,,Two year,Yes,Electronic check,41.95,2965.75,DSL,Yes,Yes,Yes,No,No,No,Male,1,Yes,No,,0
2748,3910-MRQOY,2014-02-01,,Two year,No,Bank transfer (automatic),19.4,1496.45,,,,,,,,Female,0,Yes,No,No,0
2749,3911-RSNHI,2014-03-01,,Two year,Yes,Credit card (automatic),61.4,4310.35,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,,0
2750,3913-FCUUW,2014-02-01,,Two year,Yes,Bank transfer (automatic),70.45,5165.7,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
2751,3913-RDSJZ,2014-10-01,,Two year,No,Mailed check,25.55,1714.95,,,,,,,,Female,0,Yes,No,Yes,0
2752,3914-FDRHP,2019-05-01,,Month-to-month,No,Electronic check,86.25,770.5,Fiber optic,No,No,No,Yes,Yes,No,Male,0,No,No,No,0
2753,3915-ODIYG,2015-02-01,,One year,Yes,Electronic check,71.75,4374.55,DSL,Yes,Yes,No,No,No,Yes,Male,1,No,No,Yes,0
2754,3916-NRPAP,2019-11-01,,Month-to-month,No,Credit card (automatic),85.7,256.75,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
2755,3920-HIHMQ,2017-12-01,,Month-to-month,Yes,Mailed check,49.5,1265.65,DSL,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
2756,3923-CSIHK,2015-09-01,2019-11-01,Month-to-month,Yes,Electronic check,71.05,3444.85,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,1
2757,3926-CUQZX,2019-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
2758,3926-YZVVX,2016-09-01,,One year,No,Bank transfer (automatic),50.05,2029.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
2759,3927-NLNRY,2015-07-01,2019-12-01,One year,Yes,Bank transfer (automatic),94.25,4867.95,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,1
2760,3930-ZGWVE,2020-01-01,,Month-to-month,No,Mailed check,19.75,19.75,,,,,,,,Male,0,No,No,No,0
2761,3932-CMDTD,2019-08-01,2019-12-01,One year,Yes,Electronic check,105.65,443.9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
2762,3932-IJWDZ,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2763,3933-DQPWX,2015-12-01,,Two year,No,Credit card (automatic),39.7,1932.75,DSL,No,Yes,Yes,Yes,No,No,Female,0,No,No,,0
2764,3934-HXCFZ,2017-11-01,2019-10-01,Month-to-month,Yes,Electronic check,99.25,2186.4,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,1
2765,3935-TBRZZ,2016-06-01,,One year,No,Mailed check,25.7,1110.5,,,,,,,,Male,0,Yes,Yes,Yes,0
2766,3936-QQFLL,2019-12-01,,Month-to-month,No,Mailed check,19.75,39.3,,,,,,,,Male,0,No,No,No,0
2767,3938-YFPXD,2014-02-01,,Two year,No,Credit card (automatic),84.3,5997.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2768,3941-XTSKM,2016-08-01,,One year,Yes,Credit card (automatic),45.1,2049.05,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,,0
2769,3943-KDREE,2017-11-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
2770,3945-GFWQL,2018-11-01,2019-11-01,Month-to-month,Yes,Electronic check,44.55,480.6,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,1
2771,3946-JEWRQ,2016-03-01,,One year,Yes,Credit card (automatic),95.2,4563.0,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
2772,3946-MHCZW,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.9,50.9,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
2773,3948-FVVRP,2019-05-01,,Month-to-month,No,Mailed check,54.8,452.8,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
2774,3948-KXDUF,2014-08-01,,Two year,No,Bank transfer (automatic),68.75,4447.55,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
2775,3948-XHGNA,2017-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
2776,3950-VPYJB,2015-05-01,,One year,No,Mailed check,59.6,3509.4,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
2777,3951-NJCVI,2016-08-01,,Month-to-month,Yes,Electronic check,95.05,3944.5,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
2778,3955-JBZZM,2018-06-01,,Month-to-month,No,Electronic check,78.8,1641.3,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,0
2779,3956-CJUST,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No,0
2780,3956-MGXOG,2017-10-01,,Month-to-month,Yes,Electronic check,80.6,2244.95,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,0
2781,3957-HHLMR,2014-04-01,,One year,No,Bank transfer (automatic),65.2,4543.15,DSL,Yes,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
2782,3957-LXOLK,2017-09-01,2020-01-01,Month-to-month,Yes,Electronic check,106.15,3152.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1
2783,3957-SQXML,2017-04-01,,Two year,No,Credit card (automatic),24.95,894.3,,,,,,,,Female,0,Yes,Yes,Yes,0
2784,3961-SXAXY,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2785,3963-RYFNS,2014-02-01,,Two year,Yes,Bank transfer (automatic),116.45,8013.55,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2786,3966-HRMZA,2019-11-01,,Month-to-month,No,Mailed check,75.05,202.9,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,0
2787,3967-KXAPS,2014-02-01,,Two year,No,Credit card (automatic),92.3,6719.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2788,3967-VQOGC,2014-07-01,,Two year,Yes,Mailed check,24.9,1680.25,,,,,,,,Female,0,Yes,Yes,Yes,0
2789,3969-GYXEL,2019-03-01,,Month-to-month,No,Electronic check,76.4,838.7,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
2790,3969-JQABI,2015-04-01,,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,No,0
2791,3970-XGJDU,2014-12-01,,Two year,Yes,Credit card (automatic),19.2,1123.65,,,,,,,,Female,0,No,No,No,0
2792,3973-SKMLN,2014-03-01,,Two year,Yes,Credit card (automatic),19.9,1355.1,,,,,,,,Male,0,No,No,No,0
2793,3976-BWUCK,2017-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,Yes,No,Yes,1
2794,3976-HXHCE,2014-02-01,,Two year,No,Bank transfer (automatic),19.3,1414.8,,,,,,,,Male,0,No,No,No,0
2795,3976-NLDEZ,2020-01-01,,Month-to-month,No,Mailed check,20.6,20.6,,,,,,,,Male,0,No,No,No,0
2796,3977-QCRSL,2019-09-01,,Month-to-month,No,Mailed check,20.15,117.95,,,,,,,,Female,0,No,No,No,0
2797,3978-YNKDD,2018-07-01,,Two year,No,Credit card (automatic),20.85,467.5,,,,,,,,Male,0,No,Yes,No,0
2798,3981-QSVQI,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,,,,,,,,Male,0,No,No,No,0
2799,3982-DQLUS,2014-09-01,,Month-to-month,Yes,Electronic check,85.75,5688.45,Fiber optic,Yes,Yes,No,No,No,No,Male,1,Yes,Yes,Yes,0
2800,3982-JGSFD,2017-02-01,,One year,Yes,Credit card (automatic),20.35,695.85,,,,,,,,Male,0,No,No,No,0
2801,3982-XWFZQ,2016-06-01,2019-12-01,Month-to-month,Yes,Electronic check,50.25,2203.65,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
2802,3985-HOYPM,2017-12-01,,One year,No,Mailed check,19.4,525.55,,,,,,,,Male,0,No,No,No,0
2803,3987-KQDDU,2019-05-01,,Month-to-month,No,Electronic check,75.6,661.55,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,0
2804,3988-RQIXO,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,91.3,91.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,1
2805,3990-QYKBE,2016-12-01,2020-01-01,Month-to-month,Yes,Electronic check,92.5,3473.4,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
2806,3992-YWPKO,2019-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1
2807,3995-WFCSM,2019-12-01,,Month-to-month,No,Electronic check,60.85,111.4,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
2808,3996-ZNWYK,2014-03-01,,Two year,No,Credit card (automatic),19.8,1388.45,,,,,,,,Male,1,Yes,Yes,No,0
2809,3999-QGRJH,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,69.7,560.85,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,1
2810,3999-WRNGR,2015-02-01,,Month-to-month,Yes,Electronic check,49.75,3069.45,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,,0
2811,4000-VGMQP,2016-12-01,,One year,No,Credit card (automatic),78.95,2862.55,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2812,4001-TSBTV,2015-04-01,,Month-to-month,Yes,Electronic check,91.55,5511.65,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
2813,4002-BQWPQ,2018-01-01,,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
2814,4003-FUSHP,2018-07-01,,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,No,0
2815,4003-OCTMP,2017-07-01,,One year,Yes,Electronic check,64.0,1910.75,DSL,Yes,No,No,Yes,No,Yes,Female,0,Yes,No,No,0
2816,4006-HKYHO,2014-11-01,,Two year,Yes,Bank transfer (automatic),86.7,5309.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
2817,4007-NHVHI,2015-06-01,,Month-to-month,Yes,Electronic check,96.85,5219.65,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,No,No,Yes,0
2818,4009-ALQFH,2017-10-01,2019-11-01,Month-to-month,Yes,Electronic check,99.5,2369.05,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,1
2819,4010-YLMVT,2015-06-01,,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
2820,4011-ARPHK,2017-11-01,,Month-to-month,No,Mailed check,50.35,1411.35,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
2821,4012-YCFAI,2015-02-01,,Two year,Yes,Mailed check,61.35,3766.2,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
2822,4012-ZTHBR,2018-05-01,,Month-to-month,Yes,Electronic check,44.95,926.25,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2823,4013-GUXND,2020-01-01,,Month-to-month,No,Mailed check,20.8,20.8,,,,,,,,Male,0,No,No,No,0
2824,4013-TLDHQ,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,78.25,1490.95,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,1
2825,4013-UBXWQ,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.65,521.1,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
2826,4016-BJKTZ,2018-01-01,,Two year,No,Electronic check,108.9,2809.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2827,4018-KJYUY,2018-04-01,,Month-to-month,No,Credit card (automatic),20.15,432.5,,,,,,,,Male,0,No,Yes,No,0
2828,4018-PPNDW,2015-01-01,,Two year,Yes,Mailed check,24.1,1551.6,,,,,,,,Female,0,Yes,Yes,Yes,0
2829,4020-KIUDI,2019-08-01,,Month-to-month,No,Credit card (automatic),19.85,138.85,,,,,,,,Male,0,Yes,Yes,No,0
2830,4021-RQSNY,2017-05-01,2019-10-01,Month-to-month,Yes,Electronic check,98.5,3004.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
2831,4023-RTIQM,2017-07-01,,One year,Yes,Credit card (automatic),50.4,1580.1,DSL,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,,0
2832,4024-CSNBY,2014-02-01,,Two year,Yes,Bank transfer (automatic),94.25,6849.75,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0
2833,4026-SKKHW,2019-11-01,,Month-to-month,Yes,Mailed check,50.25,152.3,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
2834,4029-HPFVY,2019-11-01,,Month-to-month,Yes,Mailed check,70.3,220.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2835,4030-VPZBD,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,30.9,59.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,,1
2836,4032-RMHCI,2016-09-01,,One year,No,Credit card (automatic),35.4,1412.4,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,Yes,,0
2837,4039-HEUNW,2016-12-01,2019-12-01,Month-to-month,Yes,Electronic check,96.5,3436.1,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
2838,4039-PIMHX,2016-01-01,,Two year,No,Mailed check,49.8,2398.4,DSL,No,Yes,No,No,No,No,Male,1,Yes,No,No,0
2839,4043-MKDTV,2014-03-01,,Two year,Yes,Electronic check,105.25,7291.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
2840,4049-ZPALD,2014-10-01,,Two year,Yes,Bank transfer (automatic),99.0,6375.8,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
2841,4054-CUMIA,2018-08-01,,Month-to-month,Yes,Mailed check,20.25,401.95,,,,,,,,Female,0,Yes,Yes,No,0
2842,4056-QHXHZ,2014-02-01,,Two year,No,Mailed check,107.45,7576.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2843,4057-FKCZK,2015-04-01,,Two year,No,Bank transfer (automatic),82.5,4828.05,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
2844,4059-IIEBK,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
2845,4060-LDNLU,2019-07-01,,Month-to-month,No,Electronic check,96.2,639.7,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
2846,4061-UKJWL,2019-11-01,,Month-to-month,No,Mailed check,45.45,141.7,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2847,4062-HBMOS,2015-10-01,,Month-to-month,Yes,Electronic check,103.05,5364.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
2848,4063-EIKNQ,2019-03-01,,Month-to-month,No,Bank transfer (automatic),20.95,267.35,,,,,,,,Male,0,Yes,Yes,No,0
2849,4065-JJAVA,2020-01-01,,Month-to-month,No,Electronic check,49.5,49.5,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
2850,4067-HLYQI,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2851,4070-OKWVH,2015-10-01,,Month-to-month,No,Bank transfer (automatic),94.6,5025.8,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,0
2852,4072-IPYLT,2017-02-01,,Month-to-month,No,Credit card (automatic),51.05,1815.0,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
2853,4074-SJFFA,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,54.75,54.75,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,1
2854,4075-JFPGR,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,0
2855,4075-WKNIU,2020-02-01,,Two year,No,Mailed check,73.35,,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
2856,4077-CROMM,2017-03-01,2019-10-01,Month-to-month,Yes,Electronic check,104.2,3243.45,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1
